"","AFGC","BG","LTR","PFGC","SHR","TREE","elevation.clean","ndvi.16.clean","road.dist.clean","slope.clean","water.dist.clean"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",48.8572097088915,2.33285621119532,10.8439703611395,23.3154671897316,5.11587760726074,30.3066078572455,234.610895666803,0.198574575889835,42.9550439251387,12.7541983723693,697.547285473546
"3",42.1357284981773,3.42499473008031,13.1511225026808,18.3850149927395,5.9272654883162,25.4812505744506,245.715231008438,0.188190984940094,29.2977399840013,11.3201789925897,586.230804570283
"4",50.4724187338461,3.23629050355529,12.4710942918741,21.5313680146533,3.66354151499917,12.32065547469,249.000769974906,0.133348203462305,146.076799904513,13.157869258335,460.142433341945
"5",48.8511021908486,2.29928588928692,10.6424436162016,21.6668574344204,4.47370561832965,23.9033484354635,239.6687741547,0.204048076533832,209.791611823731,15.7486573222191,353.321253113242
"6",55.3719941991766,3.69725462628163,10.3732884454334,19.2685236578436,1.54712087439137,9.10117242507589,265.223644134533,0.115390439678679,107.960394378969,16.3324723777721,288.76872347154
"7",49.9599358987605,3.63008862924744,10.4578118212147,23.1619194432441,4.03947936928102,27.5840161406665,281.2798483431,0.189372463013275,34.7100556065042,14.5594571553539,292.818920421995
"8",51.9506111737636,2.54530269656198,10.2304922866195,23.3134850873562,4.03963629947949,25.3388202351456,298.522828239395,0.175271870245009,79.2902539517218,13.1880048507917,352.987811773946
"9",52.5685615163278,2.89242782916361,9.56316959063735,21.4409887987881,2.26084915598763,15.6667512300063,290.917796844893,0.144699317137075,135.457460680183,13.5852453425413,300.869150878411
"10",38.3418486066771,1.94961798551039,10.5131158430472,25.29285778263,11.235149476081,44.7485958946951,265.498217831061,0.375927241058646,64.5839401376621,13.5412836352875,218.392147761383
"11",48.0359628173639,7.06046946391854,13.0555884951227,24.0024006254765,4.56740191352268,16.9819895425064,255.310371315267,0.182350663047881,42.7552150526739,7.3673515961085,140.279611872981
"12",46.1881000346814,3.38299014268746,11.4177293690515,18.9930170823438,4.13689064773951,20.4143834055389,250.825803901279,0.176715098041915,52.5611889591159,6.11603875275292,34.7035098014107
"13",50.8839993292868,3.29435827836556,11.4587560352025,17.7149273605157,2.33145816042148,7.60715289299573,274.565902387439,0.104937965856756,99.315058753265,15.9911646974943,102.992661039565
"14",56.1392344093237,4.50768270140266,9.78540390692777,15.3954080426352,0.744836984155142,1.83827925393311,304.711199216554,0.0654023844233458,43.8597040293278,15.1689920467643,182.222236308013
"15",48.2413432090329,1.89401727830716,9.84173733569103,19.7124718789474,4.24578858223817,16.2167175209814,306.877155122816,0.179273376884265,157.305185404201,20.5833367743349,141.336200045854
"16",48.9709822369041,1.82609952034093,9.52681807950168,23.5338470165883,4.40481677004205,25.8585260351226,300.421589836574,0.236373178349073,263.828836808611,15.5193716665903,159.971324288931
"17",48.5425901240127,2.95528303635934,11.0171063891106,20.7077281139404,2.97767401591481,21.4488728190987,331.118875437947,0.182447018862226,249.01603962864,14.8490933079624,183.620066726983
"18",47.5146068722728,2.07027698910797,10.4046645544449,24.743690642515,4.45823754373685,25.2781983978733,322.800807122046,0.254525885430458,111.449276457673,12.8365591587279,72.2904492038078
"19",43.1875952324191,1.32411587356052,9.86432361229745,22.4326240674667,5.95580326499492,33.2549452301861,323.237175260329,0.268980349245285,27.6492724868407,13.8634745280468,38.4323044517484
"20",41.0537446416836,1.08065121916346,8.91507149793666,25.400349338962,8.2337059485471,33.8089551211838,323.333220930995,0.289717241797161,88.9872612494772,15.0677176257595,34.1987324546938
"21",53.3866062286156,1.63889624815262,10.0505491741257,19.4196111316889,3.90790342625645,27.3020298172756,221.659113742485,0.105519118830001,91.0972174091981,12.5349625994163,603.853674559689
"22",36.8496093897638,4.49346724859284,13.1160051159052,22.187734497591,9.75388126018266,31.176958046147,229.789294652883,0.196158406286311,118.178384819274,13.6924729217646,597.480922166185
"23",45.2352923581359,21.8394245169529,19.1478200452246,27.1319877751886,18.6161158645287,21.7440172402755,257.205106609593,0.0565904005281638,42.977934320436,10.567256068534,514.174998419892
"24",48.1453046058919,8.46456836354095,14.7574752901814,22.3889108264458,7.70685002413686,13.3772657975495,266.41148006621,0.0878864850414905,85.5739571058784,11.0381429305552,385.674062172481
"25",50.164977815609,2.30190693007448,10.4743729488041,23.1542993787577,4.66353429164599,23.6385388024615,252.399595166297,0.208922172705925,114.048345339132,16.0033013287705,252.09569054676
"26",51.9489010077023,9.74064940279449,13.1265110749437,21.585447789,5.07223717670328,14.7005853886794,273.882143497658,0.127633894959658,39.7503404039479,11.0302421401938,149.85763526729
"27",40.8582132590914,13.4759565081594,14.9390211384612,20.741643916617,10.3138952729716,27.9730623542189,267.424801504654,0.173704916051128,31.6227019012735,14.0618806870896,156.992542026414
"28",40.0384493483124,2.45023690562329,10.3286062749122,21.946011591896,6.81827374323833,32.6524219246912,262.184166626186,0.293291279606502,37.3360804833693,16.8686187480166,251.802411185486
"29",39.5632667223001,2.23719360729828,10.4695526877959,24.9475816257691,9.52068750736124,41.7881801688834,267.085557533014,0.309730488627113,54.892407457163,18.6974878642392,191.668671125951
"30",48.7779612474662,3.12097490392218,10.3889961496673,24.4459585538013,4.25946296684854,27.7733256373293,249.210290536624,0.188018699362675,44.0899055419158,6.95546870163413,92.2228122457089
"31",51.0437144368968,5.25087043872295,10.3441173780861,25.5006575810373,1.05100688233706,6.1133438738789,249.594894787465,0.0669127471848552,44.5201255967768,3.91925620033123,79.6731355166751
