Site,X1,X2,X3,Species
1068,0,0,0,bobcat
1069,0,0,0,bobcat
1070,0,0,0,bobcat
1071,0,0,1,bobcat
1072,0,0,0,bobcat
1073,0,0,0,bobcat
1074,0,0,0,bobcat
1075,0,0,0,bobcat
1076,0,0,0,bobcat
1077,0,0,0,bobcat
1078,0,0,0,bobcat
1079,0,0,0,bobcat
1080,0,0,0,bobcat
1081,0,0,0,bobcat
1082,1,0,0,bobcat
1083,1,0,0,bobcat
1084,0,0,0,bobcat
1085,0,0,0,bobcat
1086,0,0,0,bobcat
1087,0,0,0,bobcat
1088,0,1,0,bobcat
1089,0,0,0,bobcat
1090,0,0,1,bobcat
1091,0,0,0,bobcat
1092,0,0,0,bobcat
1093,0,0,0,bobcat
1094,0,0,0,bobcat
1095,0,0,0,bobcat
1096,1,0,0,bobcat
1097,0,0,0,bobcat
1098,0,0,0,bobcat
1099,0,0,0,bobcat
1100,0,0,0,bobcat
1101,0,0,0,bobcat
1102,0,0,0,bobcat
1103,0,0,0,bobcat
1104,0,0,0,bobcat
1105,0,0,0,bobcat
1106,0,0,0,bobcat
1107,0,0,0,bobcat
1108,0,0,0,bobcat
1109,0,0,0,bobcat
1110,0,0,1,bobcat
1111,0,0,0,bobcat
1112,0,0,0,bobcat
1113,0,0,0,bobcat
1114,1,0,0,bobcat
1115,0,0,0,bobcat
1116,0,0,0,bobcat
1117,1,0,0,bobcat
1118,0,0,0,bobcat
1119,0,0,0,bobcat
1120,0,0,0,bobcat
1121,0,0,0,bobcat
1122,0,0,0,bobcat
1123,0,0,0,bobcat
1124,0,0,0,bobcat
1125,0,0,0,bobcat
1126,0,0,0,bobcat
1127,0,0,0,bobcat
1128,0,0,1,bobcat
1129,0,0,0,bobcat
1130,0,0,0,bobcat
1131,0,0,0,bobcat
1132,0,0,0,bobcat
1133,0,0,0,bobcat
1134,0,0,0,bobcat
1135,0,0,0,bobcat
1136,0,1,0,bobcat
1137,0,0,0,bobcat
1138,0,0,0,bobcat
1139,0,0,0,bobcat
1140,0,0,0,bobcat
1141,0,0,0,bobcat
1142,0,0,0,bobcat
1143,0,0,0,bobcat
1144,1,0,0,bobcat
1145,0,0,0,bobcat
1146,0,0,0,bobcat
1147,1,0,1,bobcat
1148,0,0,0,bobcat
1149,0,0,0,bobcat
1150,1,0,1,bobcat
1151,0,0,1,bobcat
1152,0,0,0,bobcat
1153,0,0,0,bobcat
1154,0,0,0,bobcat
1155,0,0,0,bobcat
1156,0,0,0,bobcat
1157,0,0,0,bobcat
1158,0,0,0,bobcat
1159,0,0,0,bobcat
1160,0,0,0,bobcat
1161,0,0,0,bobcat
1162,0,0,0,bobcat
1163,0,0,0,bobcat
1164,0,0,0,bobcat
1165,0,0,0,bobcat
1166,0,0,0,bobcat
1167,0,0,0,bobcat
1168,0,0,0,bobcat
1169,0,0,0,bobcat
1170,0,0,0,bobcat
1171,0,0,0,bobcat
1172,0,0,0,bobcat
1173,0,0,0,bobcat
1174,0,0,0,bobcat
1175,0,0,0,bobcat
1176,0,0,0,bobcat
1177,0,0,0,bobcat
1178,0,0,0,bobcat
1179,0,0,0,bobcat
1180,0,0,0,bobcat
1181,0,0,0,bobcat
1182,0,0,0,bobcat
1183,0,0,0,bobcat
1184,0,0,0,bobcat
1185,0,0,0,bobcat
1186,0,0,0,bobcat
1187,0,0,0,bobcat
1188,0,0,0,bobcat
1189,0,0,0,bobcat
1190,0,0,0,bobcat
1191,0,0,0,bobcat
1192,0,0,0,bobcat
1193,0,0,0,bobcat
1194,0,0,0,bobcat
1195,0,0,0,bobcat
1196,0,0,0,bobcat
1197,0,0,0,bobcat
1198,0,0,0,bobcat
1199,0,0,0,bobcat
1200,0,0,0,bobcat
1201,0,0,0,bobcat
1202,0,0,0,bobcat
1203,0,0,0,bobcat
1204,0,0,0,bobcat
1205,0,0,0,bobcat
1206,0,0,0,bobcat
1207,0,0,0,bobcat
1208,0,0,0,bobcat
1209,0,0,0,bobcat
1210,0,0,0,bobcat
1211,0,0,0,bobcat
1212,0,0,0,bobcat
1213,0,0,0,bobcat
1214,0,0,0,bobcat
1215,0,0,0,bobcat
1216,0,0,0,bobcat
1217,0,0,0,bobcat
1218,0,0,0,bobcat
1219,0,0,0,bobcat
1220,0,0,0,bobcat
1221,1,0,0,bobcat
1222,0,0,0,bobcat
1223,0,0,0,bobcat
1224,0,0,0,bobcat
1225,0,0,0,bobcat
1226,0,0,0,bobcat
1227,0,0,0,bobcat
1228,0,0,0,bobcat
1229,0,0,0,bobcat
1230,0,0,0,bobcat
1231,0,0,0,bobcat
1232,0,0,0,bobcat
1233,0,0,0,bobcat
1234,0,0,0,bobcat
1235,0,0,0,bobcat
1236,0,0,0,bobcat
1237,0,0,0,bobcat
1238,0,0,0,bobcat
1239,0,0,0,bobcat
1240,0,0,0,bobcat
1241,0,0,0,bobcat
1242,0,0,0,bobcat
1243,0,0,0,bobcat
1244,0,0,0,bobcat
1245,0,0,0,bobcat
1246,0,0,0,bobcat
1247,0,0,0,bobcat
1248,0,0,0,bobcat
1249,0,0,0,bobcat
1250,0,0,0,bobcat
1251,0,0,0,bobcat
1252,0,0,0,bobcat
1253,0,1,0,bobcat
1254,0,0,0,bobcat
1255,0,0,0,bobcat
1256,0,0,1,bobcat
1257,0,0,0,bobcat
1258,0,0,0,bobcat
1259,0,0,0,bobcat
1260,0,0,0,bobcat
1261,0,0,0,bobcat
1262,0,0,0,bobcat
1263,0,0,0,bobcat
1264,0,0,1,bobcat
1265,0,0,0,bobcat
1266,0,1,0,bobcat
1267,0,0,1,bobcat
1268,0,0,0,bobcat
1269,0,0,0,bobcat
1270,0,0,0,bobcat
1271,0,0,0,bobcat
1272,0,1,1,bobcat
1273,0,0,0,bobcat
1274,0,0,0,bobcat
1275,0,0,0,bobcat
1276,0,0,0,bobcat
1277,0,0,1,bobcat
1278,0,0,0,bobcat
1279,0,1,0,bobcat
1280,0,1,0,bobcat
1281,0,0,0,bobcat
1282,0,0,0,bobcat
1283,0,0,0,bobcat
1284,0,0,0,bobcat
1285,0,0,0,bobcat
1286,0,0,0,bobcat
1287,1,0,1,bobcat
1288,1,0,0,bobcat
1289,1,0,1,bobcat
1290,0,0,0,bobcat
1291,0,0,0,bobcat
1292,0,0,0,bobcat
1293,0,0,0,bobcat
1294,0,1,1,bobcat
1295,1,1,1,bobcat
1296,0,0,0,bobcat
1297,0,1,0,bobcat
1298,0,0,1,bobcat
1299,0,0,1,bobcat
1300,0,0,0,bobcat
1301,1,1,0,bobcat
1302,0,0,0,bobcat
1303,0,1,0,bobcat
1304,0,0,0,bobcat
1305,0,0,1,bobcat
1306,0,0,1,bobcat
1307,0,0,0,bobcat
1308,0,0,0,bobcat
1309,1,0,0,bobcat
1310,0,0,0,bobcat
1311,0,0,0,bobcat
1312,0,0,0,bobcat
1313,0,0,0,bobcat
1314,1,0,0,bobcat
1315,1,0,1,bobcat
1316,0,0,0,bobcat
1317,0,0,1,bobcat
1318,0,0,0,bobcat
1319,0,0,0,bobcat
1320,0,1,0,bobcat
1321,1,1,0,bobcat
1322,0,0,0,bobcat
1323,0,0,1,bobcat
1324,0,0,0,bobcat
1325,0,0,1,bobcat
1326,0,0,0,bobcat
1327,0,0,0,bobcat
1328,0,0,0,bobcat
1329,0,0,0,bobcat
1330,0,0,0,bobcat
1331,0,0,0,bobcat
1332,0,0,0,bobcat
1333,1,0,0,bobcat
1334,0,0,0,bobcat
1335,0,0,1,bobcat
1336,0,0,0,bobcat
1337,0,0,0,bobcat
1338,0,0,1,bobcat
1339,0,0,0,bobcat
1340,0,0,0,bobcat
1341,0,0,0,bobcat
1342,0,0,0,bobcat
1343,0,0,0,bobcat
1344,0,0,0,bobcat
1345,0,0,0,bobcat
1346,0,0,0,bobcat
1347,0,0,0,bobcat
1348,0,0,0,bobcat
1349,0,0,0,bobcat
1350,0,0,0,bobcat
1351,0,0,0,bobcat
1352,0,0,0,bobcat
1353,0,0,0,bobcat
1354,0,0,0,bobcat
1355,0,0,0,bobcat
1356,0,0,0,bobcat
1357,0,0,0,bobcat
1358,0,0,0,bobcat
1359,0,0,0,bobcat
1360,0,0,0,bobcat
1361,0,0,0,bobcat
1362,0,0,0,bobcat
1363,0,0,0,bobcat
1364,0,0,0,bobcat
1365,0,0,0,bobcat
1366,0,0,0,bobcat
1367,0,0,0,bobcat
1368,0,0,0,bobcat
1369,0,0,0,bobcat
1370,0,0,0,bobcat
1371,0,0,0,bobcat
1372,0,0,0,bobcat
1373,0,0,0,bobcat
1374,0,0,0,bobcat
1375,0,0,0,bobcat
1376,0,0,0,bobcat
1377,0,0,0,bobcat
1378,0,0,0,bobcat
1379,0,0,0,bobcat
1380,0,0,0,bobcat
1381,0,0,0,bobcat
1382,0,0,0,bobcat
1383,0,0,0,bobcat
1384,0,0,0,bobcat
1385,0,0,0,bobcat
1386,0,0,0,bobcat
1387,0,0,0,bobcat
1388,0,0,0,bobcat
1389,0,0,0,bobcat
1390,0,0,0,bobcat
1391,0,0,0,bobcat
1392,0,0,0,bobcat
1393,0,0,0,bobcat
1394,0,1,0,bobcat
1395,0,0,0,bobcat
1396,0,0,0,bobcat
1397,0,0,0,bobcat
1398,0,0,0,bobcat
1399,0,1,0,bobcat
1400,1,0,0,bobcat
1401,1,1,1,bobcat
1402,0,0,0,bobcat
1403,0,0,1,bobcat
1404,0,0,0,bobcat
1405,0,0,0,bobcat
1406,0,0,1,bobcat
1407,0,0,0,bobcat
1408,0,0,0,bobcat
1409,0,0,0,bobcat
1410,1,0,1,bobcat
1411,0,0,0,bobcat
1412,1,1,1,bobcat
1413,0,0,0,bobcat
1414,0,0,0,bobcat
1415,1,1,1,bobcat
1416,0,0,0,bobcat
1417,0,1,1,bobcat
1418,0,0,0,bobcat
1419,0,0,0,bobcat
1420,1,0,1,bobcat
1421,0,0,0,bobcat
1422,1,1,1,bobcat
1423,0,0,0,bobcat
1424,0,0,0,bobcat
1425,0,0,0,bobcat
1426,0,0,0,bobcat
1427,0,0,0,bobcat
1428,0,0,0,bobcat
1429,1,1,0,bobcat
1430,0,0,0,bobcat
1431,0,0,0,bobcat
1432,1,0,1,bobcat
1433,0,0,0,bobcat
1434,0,0,0,bobcat
1435,0,0,0,bobcat
1436,0,0,0,bobcat
1437,0,0,0,bobcat
1438,0,0,0,coyote
1439,0,0,0,coyote
1440,0,0,0,coyote
1441,0,0,0,coyote
1442,0,0,0,coyote
1443,0,0,0,coyote
1444,0,0,0,coyote
1445,0,0,0,coyote
1446,0,0,0,coyote
1447,0,0,0,coyote
1448,0,0,0,coyote
1449,0,0,0,coyote
1450,0,0,0,coyote
1451,0,0,0,coyote
1452,0,0,0,coyote
1453,0,0,0,coyote
1454,0,0,0,coyote
1455,0,0,0,coyote
1456,0,0,0,coyote
1457,0,0,0,coyote
1458,0,0,0,coyote
1459,0,0,0,coyote
1460,0,0,0,coyote
1461,0,0,0,coyote
1462,0,0,0,coyote
1463,0,0,0,coyote
1464,0,0,0,coyote
1465,0,0,0,coyote
1466,0,0,0,coyote
1467,0,0,0,coyote
1468,0,0,0,coyote
1469,0,0,0,coyote
1470,0,0,0,coyote
1471,0,0,0,coyote
1472,0,0,0,coyote
1473,0,0,0,coyote
1474,1,0,0,coyote
1475,0,0,0,coyote
1476,0,1,1,coyote
1477,0,0,0,coyote
1478,0,0,0,coyote
1479,0,0,0,coyote
1480,0,0,0,coyote
1481,0,0,0,coyote
1482,0,0,0,coyote
1483,1,0,0,coyote
1484,0,0,0,coyote
1485,0,0,0,coyote
1486,0,0,0,coyote
1487,0,0,0,coyote
1488,0,0,0,coyote
1489,1,0,0,coyote
1490,0,0,0,coyote
1491,0,0,0,coyote
1492,0,0,0,coyote
1493,0,0,0,coyote
1494,0,0,0,coyote
1495,0,0,0,coyote
1496,0,0,0,coyote
1497,0,0,0,coyote
1498,1,0,1,coyote
1499,0,0,0,coyote
1500,0,0,0,coyote
1501,0,0,0,coyote
1502,0,0,0,coyote
1503,0,0,0,coyote
1504,0,0,0,coyote
1505,0,0,1,coyote
1506,0,0,0,coyote
1507,0,0,0,coyote
1508,0,0,0,coyote
1509,0,0,0,coyote
1510,0,0,0,coyote
1511,0,0,0,coyote
1512,0,0,0,coyote
1513,0,0,0,coyote
1514,0,0,0,coyote
1515,0,0,0,coyote
1516,0,0,0,coyote
1517,0,1,1,coyote
1518,0,0,0,coyote
1519,0,0,0,coyote
1520,0,0,0,coyote
1521,0,0,0,coyote
1522,0,0,0,coyote
1523,0,0,0,coyote
1524,0,0,0,coyote
1525,0,0,0,coyote
1526,0,0,0,coyote
1527,0,0,0,coyote
1528,0,0,0,coyote
1529,0,1,0,coyote
1530,0,0,0,coyote
1531,0,0,0,coyote
1532,0,0,0,coyote
1533,0,0,0,coyote
1534,0,0,0,coyote
1535,0,0,0,coyote
1536,0,1,0,coyote
1537,0,0,0,coyote
1538,1,0,0,coyote
1539,0,0,0,coyote
1540,0,0,0,coyote
1541,1,0,1,coyote
1542,0,0,0,coyote
1543,0,0,0,coyote
1544,0,0,0,coyote
1545,0,0,0,coyote
1546,0,1,0,coyote
1547,0,0,0,coyote
1548,0,0,0,coyote
1549,1,1,0,coyote
1550,0,0,0,coyote
1551,0,0,0,coyote
1552,0,1,0,coyote
1553,0,0,0,coyote
1554,0,0,0,coyote
1555,0,0,0,coyote
1556,0,0,0,coyote
1557,1,1,0,coyote
1558,0,0,0,coyote
1559,0,0,0,coyote
1560,0,0,0,coyote
1561,0,0,0,coyote
1562,0,0,0,coyote
1563,0,0,0,coyote
1564,0,0,0,coyote
1565,0,0,0,coyote
1566,0,0,0,coyote
1567,0,0,0,coyote
1568,1,0,1,coyote
1569,0,0,0,coyote
1570,0,0,1,coyote
1571,0,0,0,coyote
1572,0,0,0,coyote
1573,0,0,0,coyote
1574,0,0,0,coyote
1575,0,0,0,coyote
1576,0,0,0,coyote
1577,0,0,0,coyote
1578,0,0,0,coyote
1579,0,0,0,coyote
1580,0,0,0,coyote
1581,0,0,0,coyote
1582,0,0,0,coyote
1583,0,0,0,coyote
1584,0,0,0,coyote
1585,0,1,0,coyote
1586,1,0,1,coyote
1587,0,0,0,coyote
1588,1,1,1,coyote
1589,0,0,0,coyote
1590,0,1,0,coyote
1591,1,1,1,coyote
1592,0,0,0,coyote
1593,0,0,0,coyote
1594,0,1,0,coyote
1595,0,0,0,coyote
1596,0,0,0,coyote
1597,0,0,0,coyote
1598,0,0,0,coyote
1599,0,0,0,coyote
1600,0,0,0,coyote
1601,0,0,0,coyote
1602,0,0,0,coyote
1603,0,0,0,coyote
1604,0,0,0,coyote
1605,0,0,0,coyote
1606,0,0,0,coyote
1607,0,0,0,coyote
1608,0,0,0,coyote
1609,0,0,0,coyote
1610,0,0,0,coyote
1611,0,0,0,coyote
1612,0,0,0,coyote
1613,0,0,0,coyote
1614,0,0,0,coyote
1615,0,0,0,coyote
1616,0,1,0,coyote
1617,0,0,0,coyote
1618,0,0,0,coyote
1619,0,0,0,coyote
1620,0,0,0,coyote
1621,0,0,0,coyote
1622,1,0,0,coyote
1623,0,0,1,coyote
1624,0,0,0,coyote
1625,0,0,0,coyote
1626,0,0,0,coyote
1627,0,0,0,coyote
1628,1,0,1,coyote
1629,0,1,0,coyote
1630,0,0,1,coyote
1631,1,0,1,coyote
1632,0,0,0,coyote
1633,0,0,0,coyote
1634,0,0,0,coyote
1635,0,0,0,coyote
1636,1,0,0,coyote
1637,0,0,0,coyote
1638,0,0,0,coyote
1639,0,0,0,coyote
1640,0,0,0,coyote
1641,0,0,0,coyote
1642,0,0,0,coyote
1643,0,0,0,coyote
1644,0,0,0,coyote
1645,0,0,0,coyote
1646,0,0,0,coyote
1647,1,0,0,coyote
1648,1,0,0,coyote
1649,0,0,0,coyote
1650,0,0,0,coyote
1651,0,0,0,coyote
1652,0,0,0,coyote
1653,0,0,0,coyote
1654,0,0,0,coyote
1655,0,0,0,coyote
1656,0,0,0,coyote
1657,0,0,0,coyote
1658,0,0,1,coyote
1659,0,0,0,coyote
1660,0,0,0,coyote
1661,0,0,0,coyote
1662,0,0,0,coyote
1663,0,0,0,coyote
1664,0,0,0,coyote
1665,0,0,0,coyote
1666,0,0,0,coyote
1667,0,0,0,coyote
1668,1,0,0,coyote
1669,0,1,0,coyote
1670,0,0,0,coyote
1671,0,0,0,coyote
1672,0,0,0,coyote
1673,0,0,0,coyote
1674,0,0,0,coyote
1675,0,0,0,coyote
1676,0,0,0,coyote
1677,0,0,0,coyote
1678,0,0,0,coyote
1679,0,1,0,coyote
1680,1,0,1,coyote
1681,0,0,0,coyote
1682,0,0,0,coyote
1683,1,0,0,coyote
1684,0,0,0,coyote
1685,0,1,0,coyote
1686,1,1,1,coyote
1687,1,0,0,coyote
1688,0,0,0,coyote
1689,0,0,0,coyote
1690,0,0,0,coyote
1691,0,1,0,coyote
1692,0,0,0,coyote
1693,0,0,0,coyote
1694,0,1,0,coyote
1695,0,0,0,coyote
1696,0,0,1,coyote
1697,0,0,0,coyote
1698,0,0,0,coyote
1699,0,0,0,coyote
1700,0,0,0,coyote
1701,0,0,0,coyote
1702,1,1,1,coyote
1703,0,1,0,coyote
1704,1,0,1,coyote
1705,0,0,0,coyote
1706,1,1,0,coyote
1707,0,0,0,coyote
1708,1,1,0,coyote
1709,0,0,0,coyote
1710,0,0,0,coyote
1711,1,1,1,coyote
1712,0,0,0,coyote
1713,1,1,1,coyote
1714,1,0,0,coyote
1715,1,0,0,coyote
1716,0,0,0,coyote
1717,0,0,0,coyote
1718,0,0,0,coyote
1719,0,0,0,coyote
1720,0,0,0,coyote
1721,0,0,0,coyote
1722,0,0,0,coyote
1723,1,1,0,coyote
1724,0,0,0,coyote
1725,0,0,1,coyote
1726,0,0,1,coyote
1727,0,0,0,coyote
1728,0,0,0,coyote
1729,0,0,0,coyote
1730,0,1,0,coyote
1731,0,0,0,coyote
1732,0,0,0,coyote
1733,1,1,1,coyote
1734,0,0,0,coyote
1735,1,0,0,coyote
1736,0,0,0,coyote
1737,0,0,0,coyote
1738,0,0,0,coyote
1739,1,1,1,coyote
1740,0,0,0,coyote
1741,0,0,0,coyote
1742,0,0,0,coyote
1743,0,0,0,coyote
1744,0,0,0,coyote
1745,0,0,0,coyote
1746,1,0,0,coyote
1747,0,1,0,coyote
1748,0,0,0,coyote
1749,0,1,0,coyote
1750,0,0,0,coyote
1751,0,0,0,coyote
1752,0,0,0,coyote
1753,0,0,0,coyote
1754,0,0,0,coyote
1755,0,0,0,coyote
1756,0,0,0,coyote
1757,0,0,0,coyote
1758,0,0,0,coyote
1759,0,0,0,coyote
1760,0,0,0,coyote
1761,0,1,1,coyote
1762,0,0,0,coyote
1763,0,0,0,coyote
1764,0,1,1,coyote
1765,0,1,1,coyote
1766,0,0,0,coyote
1767,1,1,1,coyote
1768,0,0,0,coyote
1769,0,1,0,coyote
1770,0,1,1,coyote
1771,0,0,0,coyote
1772,1,0,0,coyote
1773,1,1,0,coyote
1774,0,0,0,coyote
1775,1,0,0,coyote
1776,0,0,0,coyote
1777,0,0,0,coyote
1778,0,1,0,coyote
1779,1,1,0,coyote
1780,0,0,0,coyote
1781,0,0,0,coyote
1782,1,1,1,coyote
1783,0,0,0,coyote
1784,0,1,0,coyote
1785,0,0,0,coyote
1786,0,0,0,coyote
1787,1,1,1,coyote
1788,0,0,0,coyote
1789,0,0,0,coyote
1790,0,0,0,coyote
1791,1,1,0,coyote
1792,0,0,0,coyote
1793,1,1,1,coyote
1794,0,0,0,coyote
1795,0,0,0,coyote
1796,1,1,1,coyote
1797,0,0,0,coyote
1798,0,0,1,coyote
1799,1,0,0,coyote
1800,0,0,0,coyote
1801,0,0,0,coyote
1802,1,1,1,coyote
1803,0,0,0,coyote
1804,0,0,0,coyote
1805,0,0,0,coyote
1806,0,0,0,coyote
1807,0,0,0,coyote
1808,0,0,0,coyote
1809,0,0,0,coyote
1810,0,0,0,coyote
1811,0,0,0,coyote
1812,0,0,0,coyote
1813,0,0,0,coyote
1814,0,0,0,coyote
1815,0,0,0,coyote
1816,0,0,0,coyote
1817,0,0,0,coyote
1818,0,0,0,coyote
1819,0,0,0,coyote
1820,0,0,0,coyote
1821,0,0,0,coyote
1822,0,0,0,coyote
1823,0,0,0,coyote
1824,0,0,0,coyote
1825,0,0,0,coyote
1826,0,0,0,coyote
1827,0,0,0,coyote
1828,0,0,0,coyote
1829,0,0,0,coyote
1830,1,1,1,coyote
1831,0,0,0,coyote
1832,0,1,1,coyote
1833,0,0,0,coyote
1834,0,0,0,coyote
1835,1,1,1,coyote
1836,0,0,0,coyote
1837,0,1,0,coyote
1838,0,0,0,coyote
1839,1,1,1,coyote
1840,0,0,0,coyote
1841,0,0,0,coyote
1842,0,0,0,coyote
1843,0,0,0,coyote
1844,0,0,0,coyote
1845,1,1,1,coyote
1846,0,0,0,coyote
1847,0,0,0,coyote
1848,0,1,1,coyote
1849,0,0,0,coyote
1850,1,1,0,coyote
1851,0,0,0,coyote
1852,0,0,0,coyote
1853,0,1,1,coyote
1854,0,0,0,coyote
1855,0,0,0,coyote
1856,0,0,0,coyote
1857,0,0,0,coyote
1858,0,0,0,coyote
1859,0,0,0,coyote
1860,0,0,0,coyote
1861,0,0,0,coyote
1862,0,1,0,coyote
1863,0,0,0,coyote
1864,0,0,0,coyote
1865,0,0,0,coyote
1866,0,0,0,coyote
1867,0,1,0,coyote
1868,0,0,0,coyote
1869,0,0,0,coyote
1870,1,1,0,coyote
1871,0,0,0,coyote
1872,0,0,0,coyote
1873,0,0,0,coyote
1874,0,0,0,coyote
1875,0,0,0,coyote
1876,0,0,0,coyote
1877,0,0,0,coyote
1878,0,0,0,coyote
1879,0,0,0,coyote
1880,0,0,0,coyote
1881,0,0,0,coyote
1882,0,0,0,coyote
1883,0,0,0,coyote
1884,0,0,0,coyote
1885,0,0,0,coyote
1886,0,0,0,coyote
1887,0,0,0,coyote
1888,0,0,0,coyote
1889,0,0,0,coyote
1890,0,0,0,coyote
1891,0,0,0,coyote
1892,0,0,0,coyote
1893,0,0,0,coyote
1894,0,0,0,coyote
1895,0,0,0,coyote
1896,0,0,0,coyote
1897,0,0,0,coyote
1898,0,0,0,coyote
1899,0,1,0,coyote
1900,0,0,0,coyote
1901,0,0,0,coyote
1902,0,0,0,coyote
1903,0,0,0,coyote
1904,0,0,0,coyote
1905,0,0,0,coyote
1906,0,0,0,coyote
1907,0,0,0,coyote
1908,0,0,0,coyote
1909,0,0,0,coyote
1910,0,0,0,coyote
1911,0,0,0,coyote
1912,0,0,0,coyote
1913,1,0,0,coyote
1914,0,0,0,coyote
1915,0,0,1,coyote
1916,0,0,0,coyote
1917,0,0,0,coyote
1918,0,0,0,coyote
1919,0,0,0,coyote
1920,0,0,0,coyote
1921,0,0,0,coyote
1922,0,0,0,coyote
1923,0,0,0,coyote
1924,0,0,0,coyote
1925,0,0,0,coyote
1926,0,0,0,coyote
1927,0,0,0,coyote
1928,0,0,0,coyote
1929,1,0,0,coyote
1930,0,0,0,coyote
1931,0,0,0,coyote
1932,0,0,0,coyote
1933,0,0,0,coyote
1934,0,1,0,coyote
1935,0,1,0,coyote
1936,1,0,0,coyote
1937,0,0,0,coyote
1938,0,1,0,coyote
1939,0,0,0,coyote
1940,0,1,0,coyote
1941,0,0,1,coyote
1942,0,0,0,coyote
1943,0,0,0,coyote
1944,1,0,0,coyote
1945,0,0,1,coyote
1946,0,0,0,coyote
1947,0,0,0,coyote
1948,0,0,0,coyote
1949,0,0,0,coyote
1950,0,1,0,coyote
1951,0,0,0,coyote
1952,0,0,0,coyote
1953,0,0,0,coyote
1954,0,0,0,coyote
1955,0,0,0,coyote
1956,0,0,1,coyote
1957,0,0,0,coyote
1958,1,1,0,coyote
1959,0,0,0,coyote
1960,0,0,0,coyote
1961,0,0,1,coyote
1962,0,0,0,coyote
1963,1,0,0,coyote
1964,1,1,1,coyote
1965,0,0,0,coyote
1966,0,0,0,coyote
1967,0,0,0,coyote
1968,0,0,1,coyote
1969,1,1,0,coyote
1970,0,0,0,coyote
1971,1,0,1,coyote
1972,0,0,0,coyote
1973,1,0,0,coyote
1974,0,0,0,coyote
1975,0,1,0,coyote
1976,0,0,0,coyote
1977,0,0,0,coyote
1978,0,0,0,coyote
1979,0,0,0,coyote
1980,0,0,0,coyote
1981,0,0,0,coyote
1982,0,0,0,coyote
1983,0,1,1,coyote
1984,0,1,1,coyote
1985,0,0,0,coyote
1986,0,0,0,coyote
1987,1,0,0,coyote
1988,0,0,0,coyote
1989,0,0,0,coyote
1990,1,1,1,coyote
1991,0,0,0,coyote
1992,0,0,0,coyote
1993,0,1,1,coyote
1994,0,0,0,coyote
1995,0,0,0,coyote
1996,1,1,1,coyote
1997,0,0,0,coyote
1998,0,0,0,coyote
1999,1,1,1,coyote
2000,1,0,0,coyote
2001,0,0,0,coyote
2002,0,0,0,coyote
2003,0,0,0,coyote
2004,0,0,0,coyote
2005,0,1,1,coyote
2006,0,0,0,coyote
2007,0,0,1,coyote
2008,0,1,1,coyote
2009,1,0,0,coyote
2010,1,0,0,coyote
2011,1,1,1,coyote
2012,0,0,0,coyote
2013,0,0,0,coyote
2014,0,0,1,coyote
2015,0,1,1,coyote
2016,0,0,0,coyote
2017,0,0,0,coyote
2018,0,0,0,coyote
2019,0,0,0,coyote
2020,0,0,0,coyote
2021,0,0,0,coyote
2022,0,1,1,coyote
2023,0,0,0,coyote
2024,0,0,0,coyote
2025,1,1,1,coyote
2026,0,0,0,coyote
2027,0,0,0,coyote
2028,1,1,1,coyote
2029,0,0,0,coyote
2030,0,0,0,coyote
2031,1,1,1,coyote
2032,1,0,0,coyote
2033,0,0,0,coyote
2034,0,1,0,coyote
2035,0,1,0,coyote
2036,0,1,0,coyote
2037,0,0,0,coyote
2038,0,0,0,coyote
2039,0,1,0,coyote
2040,1,0,0,coyote
2041,0,0,0,coyote
2042,1,1,0,coyote
2043,1,1,0,coyote
2044,0,1,1,coyote
2045,0,0,0,coyote
2046,0,0,0,coyote
2047,0,0,0,coyote
2048,0,0,0,coyote
2049,1,1,1,coyote
2050,0,0,0,coyote
2051,1,0,1,coyote
2052,0,0,0,coyote
2053,0,1,0,coyote
2054,0,0,0,coyote
2055,0,0,0,coyote
2056,0,0,0,coyote
2057,1,1,1,coyote
2058,0,0,0,coyote
2059,0,1,0,coyote
2060,0,0,0,coyote
2061,0,0,0,coyote
2062,0,0,0,coyote
2063,0,0,0,coyote
2064,1,1,0,coyote
2065,0,0,0,coyote
2066,1,1,1,coyote
2067,0,0,0,coyote
2068,0,1,0,coyote
2069,0,1,0,coyote
2070,0,0,0,coyote
2071,0,0,0,coyote
2072,0,0,0,coyote
2073,0,0,0,coyote
2074,1,1,1,coyote
2075,0,0,0,coyote
2076,0,0,0,coyote
2077,0,0,0,coyote
2078,0,0,0,coyote
2079,1,0,0,coyote
2080,0,0,0,coyote
2081,0,0,0,coyote
2082,0,0,0,coyote
2083,0,0,0,coyote
2084,0,0,0,coyote
2085,0,0,0,coyote
2086,0,0,0,coyote
2087,0,0,0,coyote
2088,0,0,0,coyote
2089,0,0,0,coyote
2090,0,0,0,coyote
2091,0,0,0,coyote
2092,0,0,0,coyote
2093,0,0,0,coyote
2094,0,0,1,coyote
2095,0,0,0,coyote
2096,0,1,1,coyote
2097,0,0,0,coyote
2098,0,0,0,coyote
2099,0,1,0,coyote
2100,0,0,0,coyote
2101,0,0,0,coyote
2102,0,0,0,coyote
2103,1,1,0,coyote
2104,0,0,0,coyote
2105,0,1,1,coyote
2106,1,1,1,coyote
2107,0,0,0,coyote
2108,0,0,0,coyote
2109,1,1,1,coyote
2110,0,0,0,coyote
2111,0,0,0,coyote
2112,1,0,1,coyote
2113,1,0,0,coyote
2114,0,0,0,coyote
